FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
221106;0000;8;;;
221107;0000;7;;;
221108;0000;9;;;
221109;0000;10;;;
221110;0000;;;;
221111;0000;;;;
221112;0000;5;;;
221113;0000;6;;;
221114;0000;8;;;
221115;0000;6;;;
221116;0000;5;;;
221117;0000;6;;;
221118;0000;4;;;
221119;0000;8;;;
221120;0000;4;;;
221121;0000;6;;;
221122;0000;9;;;
221123;0000;7;;;
221124;0000;7;;;
221125;0000;6;;;
221126;0000;6;;;
221127;0000;4;;;
221128;0000;4;;;
221129;0000;5;;;
221130;0000;7;;;
221201;0000;7;;;
221202;0000;5;;;
221203;0000;8;;;
221204;0000;7;;;
221205;0000;9;;;
221206;0000;7;;;
221207;0000;7;;;
221208;0000;5;;;
221209;0000;6;;;
221210;0000;6;;;
221211;0000;4;;;
221212;0000;5;;;
221213;0000;7;;;
221214;0000;8;;;
221215;0000;9;;;
221216;0000;10;;;
221217;0000;8;;;
221218;0000;9;;;
221219;0000;8;;;
221220;0000;7;;;
221221;0000;8;;;
221222;0000;7;;;
221223;0000;7;;;
221224;0000;10;;;
221225;0000;9;;;
221226;0000;9;;;
221227;0000;9;;;
221228;0000;9;;;
221229;0000;10;;;
221230;0000;8;;;
221231;0000;8;;;
230101;0000;19;;;
230102;0000;9;;;
230103;0000;9;;;
230104;0000;11;;;
230105;0000;11;;;
230106;0000;7;;;
230107;0000;7;;;
230108;0000;6;;;
230109;0000;6;;;
230110;0000;7;;;
230111;0000;5;;;
230112;0000;7;;;
230113;0000;8;;;
230114;0000;9;;;
230115;0000;8;;;
230116;0000;7;;;
230117;0000;7;;;
230118;0000;7;;;
230119;0000;7;;;
230120;0000;7;;;
230121;0000;8;;;
230122;0000;7;;;
230123;0000;10;;;
230124;0000;8;;;
230125;0000;6;;;
230126;0000;6;;;
230127;0000;9;;;
230128;0000;6;;;
230129;0000;6;;;
230130;0000;8;;;
230131;0000;7;;;
230201;0000;6;;;
230202;0000;6;;;
230203;0000;6;;;
230204;0000;4;;;
230205;0000;5;;;
230206;0000;6;;;
230207;0000;8;;;
230208;0000;7;;;
230209;0000;11;;;
230210;0000;9;;;
230211;0000;11;;;
230212;0000;16;;;
230213;0000;17;;;
230214;0000;11;;;
230215;0000;11;;;
230216;0000;10;;;
230217;0000;;;;
230218;0000;7;;;
230219;0000;6;;;
230220;0000;3;;;
230221;0000;6;;;
230222;0000;7;;;
230223;0000;9;;;
230224;0000;8;;;
230225;0000;6;;;
230226;0000;7;;;
230227;0000;9;;;
230228;0000;11;;;
230301;0000;11;;;
230302;0000;10;;;
230303;0000;10;;;
230304;0000;9;;;
230305;0000;7;;;
230306;0000;8;;;
230307;0000;8;;;
230308;0000;9;;;
230309;0000;9;;;
230310;0000;8;;;
230311;0000;6;;;
230312;0000;6;;;
230313;0000;9;;;
230314;0000;9;;;
230315;0000;6;;;
230316;0000;7;;;
230317;0000;;;5;
230318;0000;;;2;
230319;0000;;;;
230320;0000;;;;
230321;0000;7;;;
230322;0000;6;;;
230323;0000;8;;;
230324;0000;10;;;
230325;0000;10;;;
230326;0000;11;;;
230327;0000;11;;;
230328;0000;12;;;
230329;0000;12;;;
230330;0000;9;;;
230331;0000;12;;;
230401;0000;11;;;
230402;0000;7;;;
230403;0000;9;;;
230404;0000;10;;;
230405;0000;11;;;
230406;0000;12;;;
230407;0000;11;;;
230408;0000;13;;;
230409;0000;12;;;
230410;0000;11;;;
230411;0000;10;;;
230412;0000;11;;;
230413;0000;11;;;
230414;0000;9;;;
230415;0000;10;;;
230416;0000;10;;;
230417;0000;14;;;
230418;0000;14;;;
230419;0000;15;;;
230420;0000;19;;;
230421;0000;15;;;
230422;0000;13;;;
230423;0000;13;;;
230424;0000;13;;;
230425;0000;12;;;
230426;0000;14;;;
230427;0000;15;;;
230428;0000;13;;;
230429;0000;16;;;
230430;0000;12;;;
230501;0000;13;;;
230502;0000;13;;;
230503;0000;12;;;
230504;0000;14;;;
230505;0000;13;;;
230506;0000;17;;;
230507;0000;15;;;
230508;0000;17;;;
230509;0000;17;;;
230510;0000;24;;;
230511;0000;25;;;
230512;0000;24;;;
230513;0000;18;;;
230514;0000;17;;;
230515;0000;16;;;
230516;0000;13;;;
230517;0000;13;;;
230518;0000;10;;;
230519;0000;11;;;
230520;0000;13;;;
230521;0000;12;;;
230522;0000;15;;;
230523;0000;16;;;
230524;0000;12;;;
230525;0000;13;;;
230526;0000;15;;;
230527;0000;14;;;
230528;0000;17;;;
230529;0000;21;;;
230530;0000;20;;;
230531;0000;16;;;
230601;0000;21;;;
230602;0000;21;;;
230603;0000;19;;;
230604;0000;21;;;
230605;0000;21;;;
230606;0000;23;;;
230607;0000;22;;;
230608;0000;21;;;
230609;0000;13;;;
230610;0000;10;;;
230611;0000;10;;;
230612;0000;11;;;
230613;0000;11;;;
230614;0000;13;;;
230615;0000;15;;;
230616;0000;26;;;
230617;0000;17;;;
230618;0000;15;;;
230619;0000;14;;;
230620;0000;12;;;
230621;0000;13;;;
230622;0000;13;;;
230623;0000;13;;;
230624;0000;14;;;
230625;0000;14;;;
230626;0000;13;;;
230627;0000;14;;;
230628;0000;12;;;
230629;0000;17;;;
230630;0000;20;;;
230701;0000;16;;;
230702;0000;17;;;
230703;0000;18;;;
230704;0000;15;;;
230705;0000;14;;;
230706;0000;14;;;
230707;0000;15;;;
230708;0000;10;;;
230709;0000;10;;;
230710;0000;10;;;
230711;0000;10;;;
230712;0000;11;;;
230713;0000;14;;;
230714;0000;16;;;
230715;0000;14;;;
230716;0000;17;;;
230717;0000;15;;;
230718;0000;14;;;
230719;0000;22;;;
230720;0000;20;;;
230721;0000;18;;;
230722;0000;13;;;
230723;0000;13;;;
230724;0000;10;;;
230725;0000;10;;;
230726;0000;11;;;
230727;0000;9;;;
230728;0000;12;;;
230729;0000;12;;;
230730;0000;14;;;
230731;0000;18;;;
230801;0000;14;;;
230802;0000;16;;;
230803;0000;16;;;
230804;0000;18;;;
230805;0000;17;;;
230806;0000;15;;;
230807;0000;13;;;
230808;0000;11;;;
230809;0000;13;;;
230810;0000;11;;;
230811;0000;14;;;
230812;0000;13;;;
230813;0000;12;;;
230814;0000;12;;;
230815;0000;10;;;
230816;0000;13;;;
230817;0000;12;;;
230818;0000;11;;;
230819;0000;15;;;
230820;0000;15;;;
230821;0000;15;;;
230822;0000;15;;;
230823;0000;12;;;
230824;0000;10;;;
230825;0000;11;;;
230826;0000;14;;;
230827;0000;18;;;
230828;0000;20;;;
230829;0000;16;;;
230830;0000;15;;;
230831;0000;14;;;
230901;0000;14;;;
230902;0000;15;;;
230903;0000;11;;;
230904;0000;11;;;
230905;0000;15;;;
230906;0000;11;;;
230907;0000;8;;;
230908;0000;12;;;
230909;0000;14;;;
230910;0000;14;;;
230911;0000;12;;;
230912;0000;14;;;
230913;0000;17;;;
230914;0000;18;;;
230915;0000;16;;;
230916;0000;14;;;
230917;0000;14;;;
230918;0000;12;;;
230919;0000;13;;;
230920;0000;11;;;
230921;0000;10;;;
230922;0000;12;;;
230923;0000;10;;;
230924;0000;9;;;
230925;0000;12;;;
230926;0000;12;;;
230927;0000;11;;;
230928;0000;12;;;
230929;0000;12;;;
230930;0000;15;;;
231001;0000;14;;;
231002;0000;10;;;
231003;0000;9;;;
231004;0000;10;;;
231005;0000;;;;
231006;0000;;;;
231007;0000;;;;
231008;0000;11;;;
231009;0000;11;;;
231010;0000;11;;;
231011;0000;10;;;
231012;0000;13;;;
231013;0000;15;;;
231014;0000;13;;;
231015;0000;12;;;
231016;0000;13;;;
231017;0000;15;;;
231018;0000;11;;;
231019;0000;11;;;
231020;0000;13;;;
231021;0000;10;;;
231022;0000;10;;;
231023;0000;9;;;
231024;0000;9;;;
231025;0000;9;;;
231026;0000;12;;;
231027;0000;11;;;
231028;0000;9;;;
231029;0000;10;;;
231030;0000;12;;;
231031;0000;12;;;
231101;0000;12;;;
231102;0000;10;;;
231103;0000;13;;;
231104;0000;11;;;
231105;0000;10;;;
231106;0000;9;;;
231107;0000;7;;;
231108;0000;9;;;
231109;0000;10;;;
231110;0000;9;;;
231111;0000;8;;;
231112;0000;7;;;
231113;0000;8;;;
231114;0000;8;;;
231115;0000;8;;;
231116;0000;10;;;
231117;0000;9;;;
231118;0000;8;;;
231119;0000;11;;;
231120;0000;7;;;
231121;0000;7;;;
231122;0000;7;;;
231123;0000;7;;;
231124;0000;9;;;
231125;0000;7;;;
231126;0000;7;;;
231127;0000;9;;;
231128;0000;7;;;
231129;0000;6;;;
231130;0000;6;;;
231201;0000;7;;;
231202;0000;6;;;
231203;0000;8;;;
231204;0000;9;;;
231205;0000;8;;;
231206;0000;9;;;
231207;0000;9;;;
231208;0000;9;;;
231209;0000;8;;;
231210;0000;8;;;
231211;0000;10;;;
231212;0000;10;;;
231213;0000;9;;;
231214;0000;9;;;
231215;0000;7;;;
231216;0000;6;;;
231217;0000;5;;;
231218;0000;5;;;
231219;0000;7;;;
231220;0000;5;;;
231221;0000;7;;;
231222;0000;6;;;
231223;0000;6;;;
231224;0000;7;;;
231225;0000;7;;;
231226;0000;7;;;
231227;0000;6;;;
231228;0000;7;;;
231229;0000;7;;;
231230;0000;4;;;
231231;0000;11;;;
240101;0000;8;;;
240102;0000;5;;;
240103;0000;6;;;
240104;0000;6;;;
240105;0000;5;;;
240106;0000;5;;;
240107;0000;5;;;
240108;0000;6;;;
240109;0000;6;;;
240110;0000;6;;;
240111;0000;8;;;
240112;0000;8;;;
240113;0000;7;;;
240114;0000;6;;;
240115;0000;8;;;
240116;0000;8;;;
240117;0000;9;;;
240118;0000;7;;;
240119;0000;8;;;
240120;0000;7;;;
240121;0000;6;;;
240122;0000;6;;;
240123;0000;6;;;
240124;0000;6;;;
240125;0000;7;;;
240126;0000;5;;;
240127;0000;4;;;
240128;0000;4;;;
240129;0000;7;;;
240130;0000;4;;;
240131;0000;5;;;
240201;0000;7;;;
240202;0000;8;;;
240203;0000;6;;;
240204;0000;6;;;
240205;0000;8;;;
240206;0000;7;;;
240207;0000;6;;;
240208;0000;7;;;
240209;0000;6;;;
240210;0000;4;;;
240211;0000;4;;;
240212;0000;3;;;
240213;0000;3;;;
240214;0000;6;;;
240215;0000;5;;;
240216;0000;7;;;
240217;0000;5;;;
240218;0000;2;;;
240219;0000;6;;;
240220;0000;8;;;
240221;0000;6;;;
240222;0000;5;;;
240223;0000;5;;;
240224;0000;3;;;
240225;0000;6;;;
240226;0000;5;;;
240227;0000;5;;;
240228;0000;5;;;
240229;0000;5;;;
240301;0000;6;;;
240302;0000;6;;;
240303;0000;6;;;
240304;0000;5;;;
240305;0000;6;;;
240306;0000;8;;;
240307;0000;9;;;
240308;0000;8;;;
240309;0000;7;;;
240310;0000;8;;;
240311;0000;9;;;
240312;0000;8;;;
240313;0000;9;;;
240314;0000;8;;;
240315;0000;9;;;
240316;0000;10;;;
240317;0000;9;;;
240318;0000;10;;;
240319;0000;10;;;
240320;0000;9;;;
240321;0000;8;;;
240322;0000;9;;;
240323;0000;6;;;
240324;0000;4;;;
240325;0000;;;5;
240326;0000;;;2;
240327;0000;;;1;
240328;0000;;;3;
240329;0000;6;;;
240330;0000;7;;;
240331;0000;6;;;
240401;0000;7;;;
240402;0000;8;;;
240403;0000;10;;;
240404;0000;9;;;
240405;0000;10;;;
240406;0000;9;;;
240407;0000;9;;;
240408;0000;11;;;
240409;0000;11;;;
240410;0000;11;;;
240411;0000;11;;;
240412;0000;10;;;
240413;0000;6;;;
240414;0000;6;;;
240415;0000;9;;;
240416;0000;11;;;
240417;0000;13;;;
240418;0000;12;;;
240419;0000;11;;;
240420;0000;14;;;
240421;0000;14;;;
240422;0000;12;;;
240423;0000;9;;;
240424;0000;7;;;
240425;0000;7;;;
240426;0000;9;;;
240427;0000;10;;;
240428;0000;10;;;
240429;0000;14;;;
240430;0000;11;;;
240501;0000;11;;;
240502;0000;11;;;
240503;0000;10;;;
240504;0000;10;;;
240505;0000;12;;;
240506;0000;14;;;
240507;0000;11;;;
240508;0000;10;;;
240509;0000;12;;;
240510;0000;14;;;
240511;0000;13;;;
240512;0000;10;;;
240513;0000;13;;;
240514;0000;13;;;
240515;0000;20;;;
240516;0000;13;;;
240517;0000;13;;;
240518;0000;9;;;
240519;0000;15;;;
240520;0000;21;;;
240521;0000;24;;;
240522;0000;18;;;
240523;0000;13;;;
240524;0000;14;;;
240525;0000;12;;;
240526;0000;9;;;
240527;0000;11;;;
240528;0000;15;;;
240529;0000;17;;;
240530;0000;20;;;
240531;0000;25;;;
240601;0000;;20;;
240602;0000;;25;;
240603;0000;;20;;
240604;0000;;;;
240605;0000;;23;;
240606;0000;;19;;
240607;0000;;21;;
240608;0000;;17;;
240609;0000;;14;;
240610;0000;;12;;
240611;0000;;12;;
240612;0000;;18;;
240613;0000;;15;;
240614;0000;;14;;
240615;0000;;12;;
240616;0000;;13;;
240617;0000;;9;;
240618;0000;;10;;
240619;0000;;9;;
240620;0000;;10;;
240621;0000;;9;;
240622;0000;;12;;
240623;0000;;10;;
240624;0000;;11;;
240625;0000;;10;;
240626;0000;;15;;
240627;0000;;15;;
240628;0000;;18;;
240629;0000;;16;;
240630;0000;;15;;
240701;0000;;17;;
240702;0000;;26;;
240703;0000;;16;;
240704;0000;;16;;
240705;0000;;18;;
240706;0000;;18;;
240707;0000;;14;;
240708;0000;;14;;
240709;0000;;12;;
240710;0000;;12;;
240711;0000;;9;;
240712;0000;;9;;
240713;0000;;10;;
240714;0000;;12;;
240715;0000;;17;;
240716;0000;;15;;
240717;0000;;19;;
240718;0000;;19;;
240719;0000;;18;;
240720;0000;;16;;
240721;0000;;13;;
240722;0000;;10;;
240723;0000;;8;;
